City,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age
Vancouver,Graduate Degree,Clerical,M,S,0,1,0,0,87155,40
Spokane,Partial College,Clerical,M,M,0,3,0,0,84526,28
Torrance,High School,Manual,F,S,0,0,0,0,27031,24
Santa Cruz,Partial College,Clerical,M,M,0,2,0,0,87394,26
Port Macquarie,Partial College,Management,F,S,1,3,0,0,110887,49
Seattle,Partial High School,Manual,M,M,1,1,0,2,35789,52
Newton,Partial College,Clerical,F,S,0,1,0,0,76829,38
Port Macquarie,High School,Clerical,M,M,0,2,0,0,86752,32
Bury,Partial College,Manual,F,S,0,1,0,0,28360,26
Woodland Hills,Partial College,Skilled Manual,F,S,0,1,0,0,54964,27
Paris,Graduate Degree,Professional,M,M,1,3,0,3,137559,68
Cranbourne,Bachelors,Management,F,S,0,3,0,0,102880,29
Boulogne-Billancourt,High School,Manual,M,S,0,0,0,0,30248,27
Walla Walla,Partial College,Clerical,M,M,1,3,1,2,80363,57
Sooke,Partial High School,Manual,F,M,1,0,2,2,26596,51
Silverwater,Partial High School,Manual,F,M,1,0,1,1,33971,54
Saarlouis,Partial College,Clerical,F,M,1,2,1,1,87492,54
Bonn,High School,Skilled Manual,F,S,0,1,0,0,60275,41
Warrnambool,Bachelors,Management,F,S,1,0,0,0,111354,41
Seattle,Graduate Degree,Management,M,M,1,2,1,2,105402,69
Lavender Bay,Partial College,Management,F,S,1,0,0,0,105979,42
Roissy en Brie,Partial High School,Manual,M,S,0,0,0,0,32990,39
Seattle,High School,Skilled Manual,F,M,0,2,0,0,58936,30
Lieusaint,Partial High School,Manual,M,S,0,1,0,0,30719,31
Lemon Grove,Partial College,Skilled Manual,F,M,0,0,0,0,57311,25
Stuttgart,Bachelors,Clerical,M,M,1,3,0,2,84839,47
Concord,Graduate Degree,Skilled Manual,F,S,0,0,0,0,53300,34
Burlingame,Partial College,Skilled Manual,M,M,1,2,2,2,61905,55
Neunkirchen,Bachelors,Management,M,M,1,3,0,2,109655,37
Melton,Bachelors,Clerical,F,S,0,2,0,0,82357,37
Cheltenham,Bachelors,Skilled Manual,F,M,0,1,0,0,52446,32
North Ryde,Bachelors,Clerical,F,S,1,3,0,0,87431,47
Dunkerque,Partial High School,Skilled Manual,F,S,0,0,0,0,61610,25
Cergy,Partial College,Clerical,M,S,1,1,0,0,82776,50
Malabar,Bachelors,Skilled Manual,M,M,0,2,0,0,53766,26
Townsville,Partial College,Manual,F,S,0,1,0,0,33971,51
Lebanon,High School,Skilled Manual,M,M,0,0,0,0,60270,29
Oregon City,Partial College,Clerical,M,M,0,2,0,0,80052,30
Gold Coast,Bachelors,Clerical,F,S,0,2,0,0,83904,33
Bobigny,High School,Clerical,M,S,0,2,0,0,83772,37
Glendale,Partial College,Clerical,F,M,1,3,0,1,87443,49
Colma,Partial College,Management,M,S,1,1,0,0,113156,55
Findon,Bachelors,Skilled Manual,F,M,1,1,0,1,52926,38
East Brisbane,Partial High School,Skilled Manual,M,M,1,2,2,2,55083,58
Maidenhead,Partial College,Clerical,M,M,1,3,1,1,82849,37
Lemon Grove,Partial College,Clerical,F,S,0,1,0,0,84847,27
Warrington,Partial College,Clerical,M,S,0,1,0,0,78649,34
Melton,Bachelors,Clerical,M,M,1,2,0,2,77121,66
La Jolla,High School,Clerical,F,S,1,2,0,0,84707,49
Los Angeles,Bachelors,Skilled Manual,F,M,1,1,1,2,53531,60
Lancaster,Bachelors,Skilled Manual,M,M,1,0,2,2,56334,38
Darmstadt,High School,Manual,M,M,1,1,1,2,35287,54
Newcastle upon Tyne,Partial College,Clerical,F,S,1,1,0,0,82363,51
Kassel,Partial College,Skilled Manual,F,S,1,1,0,0,56036,51
Salzgitter,Bachelors,Professional,F,M,1,3,1,2,134408,42
Calgary,Partial College,Manual,M,S,0,1,0,0,36200,30
San Gabriel,Bachelors,Management,F,S,0,2,0,0,111537,36
Esher-Molesey,Partial College,Clerical,M,S,1,1,0,0,81051,53
Hamburg,High School,Manual,M,S,1,0,0,0,35980,54
Puyallup,Partial College,Clerical,F,S,0,2,0,0,77875,41
Bracknell,Partial College,Clerical,M,S,0,3,0,0,79865,33
Metchosin,High School,Skilled Manual,F,M,1,0,1,1,54266,48
Bellflower,Graduate Degree,Manual,F,M,0,0,1,2,34689,39
Hof,Partial College,Clerical,M,S,0,2,0,0,80948,29
Coronado,Partial College,Management,F,S,0,2,0,0,103515,30
Warrnambool,High School,Skilled Manual,F,S,1,1,0,0,55895,49
Berkeley,Bachelors,Clerical,F,M,1,2,2,2,86431,36
Beaverton,High School,Skilled Manual,F,S,0,1,0,0,52455,28
Cheltenham,Partial College,Clerical,F,S,0,0,0,0,82066,32
Lavender Bay,High School,Skilled Manual,M,S,0,2,0,0,55720,33
Vancouver,Partial College,Manual,M,M,0,1,0,2,30801,39
Bellingham,Partial College,Management,M,M,1,3,2,2,110741,42
Lane Cove,Partial College,Management,F,M,1,0,0,0,104860,27
Metchosin,Partial College,Management,F,M,1,3,1,2,105521,45
Lakewood,Bachelors,Professional,F,S,1,3,0,0,128368,43
Sedro Woolley,High School,Skilled Manual,F,M,1,2,0,1,59036,48
Berlin,Bachelors,Clerical,M,M,1,1,0,2,77908,35
Burbank,Bachelors,Skilled Manual,M,S,0,2,0,0,57810,41
Bremerton,Partial College,Skilled Manual,F,S,1,2,0,0,57918,56
Olympia,Bachelors,Professional,M,M,1,2,0,2,135890,62
Coronado,High School,Clerical,F,S,1,1,0,0,76773,43
Bremerton,Partial College,Management,F,M,1,2,1,2,110300,55
Imperial Beach,Partial College,Management,M,M,1,3,0,2,106643,49
Melton,Graduate Degree,Clerical,M,M,1,3,0,1,82623,35
Sydney,Bachelors,Clerical,M,M,1,2,0,1,79762,45
Gold Coast,Bachelors,Manual,M,M,0,1,0,1,36382,37
W. Linn,Graduate Degree,Manual,F,S,0,0,0,0,29634,42
Downey,Graduate Degree,Clerical,F,M,1,3,1,1,81075,38
Corvallis,High School,Skilled Manual,M,S,1,1,0,1,52956,61
Liverpool,Bachelors,Skilled Manual,F,S,0,1,0,0,60224,46
Runcorn,Partial High School,Skilled Manual,M,S,0,1,0,0,58538,34
Warrnambool,Bachelors,Management,M,M,1,2,0,2,108065,68
South Melbourne,Partial College,Skilled Manual,F,S,1,1,0,0,59153,51
Metchosin,Bachelors,Skilled Manual,M,M,0,1,0,2,57815,34
Paris,Partial College,Manual,F,S,0,0,0,0,28595,35
Hamburg,Partial College,Clerical,F,S,0,1,0,0,76967,36
Lemon Grove,Graduate Degree,Professional,F,S,1,0,0,0,135274,50
Fremont,Partial College,Management,M,M,1,3,1,2,107453,47
Leeds,Bachelors,Skilled Manual,F,M,0,2,0,1,57333,37
Geelong,Partial High School,Skilled Manual,M,S,1,0,0,0,51465,55
London,High School,Skilled Manual,M,M,1,1,0,2,56714,40
Roubaix,Bachelors,Clerical,M,M,1,3,1,1,85711,38
Tremblay-en-France,High School,Skilled Manual,F,M,1,2,0,1,60032,38
Springwood,Bachelors,Professional,F,S,0,2,0,0,134838,30
Renton,Partial College,Management,F,M,1,0,1,1,108606,48
Berlin,Partial College,Clerical,F,S,0,2,0,0,85155,32
Issaquah,Partial College,Clerical,M,M,1,2,2,2,79049,42
Burlingame,Partial College,Manual,F,S,0,1,0,0,35604,31
Port Orchard,Bachelors,Management,M,S,1,3,0,0,109209,47
Long Beach,Partial College,Skilled Manual,F,M,1,1,2,2,58768,44
Tacoma,High School,Manual,F,S,1,1,1,1,34947,68
Los Angeles,Graduate Degree,Professional,M,M,1,2,0,2,135319,33
W. York,Graduate Degree,Clerical,M,S,0,1,0,0,85730,36
Suresnes,Partial College,Clerical,M,M,1,2,1,1,84645,42
Bury,High School,Skilled Manual,M,S,0,1,0,0,54875,29
Grossmont,Partial High School,Manual,M,S,0,1,0,0,35705,48
Ballard,Partial College,Skilled Manual,M,M,1,1,0,2,55139,50
London,Graduate Degree,Management,M,S,0,3,0,0,110764,36
Oak Bay,Bachelors,Management,M,M,1,2,0,2,105844,60
Burbank,Bachelors,Clerical,F,M,1,2,2,2,78523,35
Paderborn,Bachelors,Professional,F,M,1,2,0,2,133776,62
Orleans,Partial College,Skilled Manual,M,M,1,1,0,2,51998,43
Colma,Partial College,Skilled Manual,M,S,0,0,0,0,53489,27
Berkeley,Graduate Degree,Professional,M,M,1,2,0,2,134181,69
Sunbury,Bachelors,Clerical,F,S,1,0,0,0,78280,47
Berlin,Graduate Degree,Skilled Manual,F,M,1,2,1,1,54240,45
London,Partial College,Management,M,S,1,2,0,1,113270,59
Downey,Graduate Degree,Clerical,F,M,1,1,3,3,81901,74
Neunkirchen,Partial High School,Manual,M,S,0,1,0,0,31789,41
Novato,Bachelors,Management,F,M,1,2,0,0,112561,35
Liverpool,Bachelors,Skilled Manual,F,M,1,2,0,2,58066,42
Spring Valley,Partial College,Skilled Manual,F,S,0,2,0,0,61830,28
Lavender Bay,Bachelors,Management,F,M,1,1,0,2,110719,39
Springwood,Partial High School,Manual,M,M,1,0,1,2,34811,53
Melbourne,Partial College,Clerical,F,M,1,1,0,2,80239,44
Bottrop,Partial College,Clerical,F,M,1,3,1,2,79883,61
Sooke,Bachelors,Clerical,M,M,1,3,1,2,77090,47
Frankfurt,High School,Manual,M,S,0,0,0,0,26178,38
Paris,Partial College,Manual,M,M,1,0,2,2,33115,52
Burlingame,High School,Skilled Manual,F,M,1,0,1,2,52538,50
Cliffside,High School,Clerical,M,M,0,1,0,0,76710,27
Gold Coast,Partial College,Clerical,M,S,1,2,0,0,78908,44
W. Linn,Partial College,Management,M,S,1,3,0,0,103843,41
Woodland Hills,Partial High School,Skilled Manual,M,S,1,0,0,0,61143,48
Novato,Graduate Degree,Management,M,M,1,2,0,0,102984,34
Burbank,Bachelors,Skilled Manual,M,M,1,2,1,2,59736,56
Lille,Partial High School,Skilled Manual,M,M,0,0,0,0,51710,24
Ingolstadt,Partial College,Clerical,F,S,0,1,0,0,83544,31
Lynnwood,Graduate Degree,Professional,M,M,1,3,1,2,134388,46
Woodburn,Bachelors,Skilled Manual,M,S,0,0,0,0,62570,32
Concord,Graduate Degree,Skilled Manual,M,S,1,0,0,1,56990,67
York,Partial College,Clerical,F,S,0,1,0,0,80146,34
Berkeley,High School,Skilled Manual,F,S,0,2,0,0,61874,31
Beverly Hills,Partial College,Skilled Manual,F,M,0,1,0,0,60057,31
Burien,Partial College,Skilled Manual,M,M,1,2,0,2,59973,49
Bendigo,Bachelors,Clerical,F,S,0,1,0,0,83277,31
N. Vancouver,Bachelors,Clerical,F,S,0,0,0,0,79991,40
London,Partial College,Manual,F,S,0,0,0,0,36196,27
Beaverton,Graduate Degree,Professional,F,M,1,0,0,2,129897,62
Edmonds,Partial High School,Skilled Manual,M,M,1,2,1,2,51662,48
Issaquah,High School,Clerical,F,M,1,3,2,2,81232,48
Stoke-on-Trent,High School,Skilled Manual,M,M,1,1,0,2,52696,56
San Carlos,Graduate Degree,Manual,M,S,0,0,0,0,33325,32
National City,Partial College,Manual,M,M,1,0,0,2,30350,47
Haney,Partial College,Manual,M,M,1,1,2,2,34608,48
Woodland Hills,High School,Manual,M,M,1,1,0,2,34412,51
Cergy,High School,Skilled Manual,M,M,1,1,0,1,58733,45
Goulburn,Partial College,Manual,M,S,0,0,0,0,34114,52
Berkeley,Graduate Degree,Manual,F,S,0,0,0,0,25920,38
Beaverton,Graduate Degree,Professional,F,M,1,1,0,0,130410,32
Redmond,Partial College,Management,M,S,1,2,0,0,104102,38
Paderborn,High School,Clerical,M,S,1,0,0,1,86755,79
Townsville,High School,Manual,F,M,0,1,1,2,32699,34
München,Partial High School,Skilled Manual,F,S,0,2,0,0,56288,33
Sydney,Partial College,Skilled Manual,F,M,1,1,2,2,52218,44
Melton,Bachelors,Professional,M,S,1,2,0,0,133343,36
Lake Oswego,High School,Skilled Manual,F,M,1,2,1,2,59520,45
Grossmont,Graduate Degree,Professional,F,M,1,2,0,0,129216,46
Imperial Beach,Partial College,Clerical,M,M,0,1,0,0,85192,26
Poing,Bachelors,Clerical,M,S,0,2,0,0,81784,35
West Covina,High School,Skilled Manual,M,S,1,2,0,0,54639,50
Haney,Graduate Degree,Manual,F,M,0,1,0,1,34200,34
Concord,Partial College,Skilled Manual,F,M,1,1,0,2,52455,55
Hervey Bay,Bachelors,Management,F,S,0,2,0,0,111400,27
Colombes,High School,Skilled Manual,F,S,0,1,0,0,58709,37
Berkeley,Bachelors,Manual,F,S,1,1,0,1,31706,58
Port Orchard,Bachelors,Clerical,M,S,0,0,0,0,78613,40
Oak Bay,High School,Clerical,F,M,1,1,1,2,82905,50
Issaquah,Partial College,Clerical,M,M,0,1,0,0,82429,27
Palo Alto,High School,Manual,F,M,0,0,0,0,35229,30
Gloucestershire,Partial College,Skilled Manual,F,S,0,0,0,0,61368,38
Burien,Partial College,Clerical,F,S,0,2,0,0,78388,29
Orly,Partial High School,Skilled Manual,M,M,0,0,0,0,54702,30
Saint-Denis,Partial High School,Manual,F,S,0,1,0,0,28883,34
Chula Vista,Bachelors,Management,F,M,1,1,0,1,111417,39
Seattle,Graduate Degree,Clerical,F,S,1,0,1,1,78822,66
Newcastle,Partial High School,Skilled Manual,F,S,0,1,0,0,51329,34
Wollongong,Partial College,Management,M,M,1,1,1,2,104520,56
West Sussex,Bachelors,Management,F,M,1,0,0,0,105663,30
Bremerton,Partial High School,Manual,M,S,0,0,0,0,26830,30
Saint-Denis,Bachelors,Management,M,M,1,0,1,1,111938,36
Bobigny,Partial College,Skilled Manual,F,M,1,2,1,2,57525,51
Everett,Partial College,Clerical,F,M,1,1,1,1,86812,50
Beaverton,Partial College,Clerical,M,S,0,1,0,0,87170,40
Coffs Harbour,Bachelors,Clerical,F,S,0,0,0,0,78638,40
Hannover,Partial College,Clerical,M,M,1,3,1,2,87319,53
Perth,Bachelors,Clerical,M,M,0,1,0,0,80859,29
Newton,Partial High School,Skilled Manual,M,M,1,0,1,2,57042,54
Westminster,Partial High School,Skilled Manual,M,M,0,0,0,0,62060,27
Gold Coast,Bachelors,Professional,M,M,1,2,0,0,131814,39
Birmingham,Partial College,Skilled Manual,F,M,0,2,0,0,59698,26
Peterborough,Partial High School,Manual,F,S,0,1,0,0,25937,41
Berks,Partial High School,Manual,M,S,0,0,0,0,33641,24
Olympia,High School,Skilled Manual,M,S,0,1,0,0,58826,24
Springwood,Partial College,Management,F,M,1,2,0,2,109925,43
Rockhampton,Bachelors,Management,M,M,1,1,1,1,108174,36
Sèvres,High School,Skilled Manual,F,S,1,1,0,0,52524,57
Paris,Bachelors,Management,M,M,1,2,1,2,102860,46
Hamburg,High School,Skilled Manual,F,S,0,1,0,0,60994,42
Olympia,Bachelors,Management,F,S,1,2,0,1,108541,58
Redmond,Bachelors,Management,M,S,1,2,0,0,106806,43
Newport Beach,Graduate Degree,Clerical,F,S,0,1,0,0,84217,39
Chatou,High School,Manual,M,S,1,1,0,0,36004,55
Renton,Graduate Degree,Professional,F,M,1,1,1,2,133646,46
National City,Bachelors,Professional,F,M,1,1,1,2,137836,57
Woolston,Partial High School,Manual,F,M,0,1,0,0,36649,32
Berkeley,High School,Skilled Manual,M,S,0,2,0,0,56114,29
Berkeley,Partial College,Manual,M,S,0,1,0,0,29525,31
Bellflower,Partial College,Skilled Manual,F,S,0,1,0,0,51005,29
Bellflower,Partial College,Manual,F,M,0,0,1,2,35051,41
Warrington,Bachelors,Management,F,M,1,2,0,2,109879,65
Melton,High School,Clerical,F,S,1,1,0,0,81487,54
Matraville,Partial High School,Skilled Manual,M,M,1,2,1,2,56259,53
Cliffside,Bachelors,Management,F,M,1,2,0,0,112372,27
National City,Bachelors,Management,F,S,1,3,1,1,111156,58
London,Partial College,Manual,F,S,0,1,0,0,27062,35
Metchosin,High School,Clerical,M,S,1,1,0,0,85831,56
Rhodes,Bachelors,Skilled Manual,M,S,0,0,0,0,60322,26
Lake Oswego,Bachelors,Clerical,F,S,0,1,0,0,82215,37
Silverwater,Partial College,Skilled Manual,M,M,1,0,1,1,55044,45
Concord,Partial College,Skilled Manual,M,M,0,0,0,0,55682,24
Versailles,High School,Manual,M,M,0,1,1,2,35667,40
Paris,Graduate Degree,Skilled Manual,F,M,0,1,1,2,61590,37
Metchosin,Partial College,Skilled Manual,F,M,1,2,1,2,59053,43
Berkeley,Bachelors,Skilled Manual,M,M,1,1,0,2,62398,51
Chula Vista,High School,Skilled Manual,M,M,0,1,0,0,53786,30
Santa Monica,Partial College,Clerical,F,M,0,2,0,0,81467,27
Warrington,High School,Manual,F,M,0,0,0,2,31601,37
Redmond,Graduate Degree,Clerical,F,S,0,2,0,0,78419,33
Glendale,Bachelors,Clerical,F,S,0,2,0,0,77006,38
Grevenbroich,Partial College,Skilled Manual,F,M,1,1,0,3,54054,63
Cloverdale,Bachelors,Professional,F,M,1,1,0,0,135616,30
Silverwater,Partial High School,Skilled Manual,M,S,1,1,0,0,58664,57
Milwaukie,Bachelors,Professional,M,M,1,2,1,2,132935,62
Edmonds,High School,Clerical,F,M,1,3,0,1,78624,52
Lincoln Acres,Graduate Degree,Clerical,F,S,0,2,0,0,78456,39
Downey,Bachelors,Management,F,M,1,2,1,2,103425,38
Salem,High School,Clerical,F,S,0,1,0,0,77873,28
Kirkby,High School,Clerical,F,M,1,2,0,1,80637,40
Oak Bay,Bachelors,Management,M,S,0,0,0,0,113435,28
Paris,Bachelors,Skilled Manual,M,M,0,1,0,1,56833,32
Melton,Graduate Degree,Clerical,F,S,0,1,0,0,79416,35
Milwaukie,Bachelors,Clerical,F,M,1,2,1,2,81023,46
Cliffside,Bachelors,Management,F,M,1,0,0,2,108894,52
Roubaix,Partial College,Manual,M,M,0,1,0,0,26846,27
Roncq,Partial High School,Manual,F,S,0,0,0,0,27810,34
Salem,Partial College,Skilled Manual,F,S,1,1,0,0,55516,52
Milsons Point,Graduate Degree,Management,F,M,1,1,1,2,102032,35
Langley,Partial High School,Skilled Manual,M,M,0,2,0,0,60481,25
Paderborn,Partial High School,Skilled Manual,M,M,0,1,0,0,60539,30
Grossmont,Bachelors,Manual,M,M,0,0,1,1,32390,33
Findon,Partial High School,Skilled Manual,F,M,0,1,1,2,54277,33
Lebanon,Partial College,Clerical,M,M,0,0,0,0,77983,31
Corvallis,Partial College,Skilled Manual,M,M,1,1,0,1,56988,37
Goulburn,Bachelors,Management,M,M,1,2,0,0,111601,42
High Wycombe,Bachelors,Professional,M,S,1,3,1,1,133472,62
London,High School,Skilled Manual,F,M,1,1,1,2,51229,48
Santa Cruz,Bachelors,Clerical,F,S,1,2,0,0,76476,47
La Jolla,High School,Clerical,M,S,0,0,0,0,87645,28
Haney,Partial High School,Skilled Manual,F,S,1,1,0,0,61520,48
Tremblay-en-France,High School,Clerical,M,M,1,0,0,2,87386,53
Cliffside,Partial High School,Manual,M,M,0,0,0,0,32686,27
High Wycombe,Partial College,Clerical,F,S,0,3,0,0,84009,36
Solingen,Partial College,Management,M,S,0,2,0,0,106962,35
Frankfurt am Main,High School,Skilled Manual,M,S,0,1,0,0,53332,33
Shawnee,High School,Skilled Manual,F,S,1,2,0,0,55745,53
Lavender Bay,Partial College,Manual,M,S,0,1,0,0,36916,25
Tacoma,Partial College,Manual,F,S,1,0,0,0,26204,56
San Gabriel,Graduate Degree,Clerical,M,M,1,3,0,2,78300,33
Tacoma,Partial High School,Skilled Manual,M,M,1,0,0,1,58222,53
Duesseldorf,High School,Manual,F,S,1,1,0,0,35606,52
Olympia,Graduate Degree,Professional,M,M,1,1,0,2,134472,65
Redwood City,Bachelors,Management,M,S,1,2,0,0,105969,41
Langford,High School,Skilled Manual,F,S,0,0,0,0,59477,27
Berlin,Partial High School,Manual,M,S,0,0,0,0,36012,29
Brisbane,Bachelors,Skilled Manual,M,S,0,1,0,0,62300,41
Newton,Graduate Degree,Management,M,S,0,0,0,0,113007,31
Oregon City,High School,Clerical,M,M,1,2,1,2,85650,51
Daly City,Partial College,Manual,M,M,0,1,0,0,26232,29
Burien,Bachelors,Management,M,S,0,1,0,0,106021,37
Wollongong,Partial College,Skilled Manual,F,S,0,1,0,0,54662,25
Paderborn,High School,Skilled Manual,M,M,1,0,1,2,55493,39
Kiel,Partial College,Skilled Manual,F,M,1,1,0,2,60706,53
Oxford,Bachelors,Management,M,M,1,1,1,1,103398,40
Sunbury,High School,Clerical,F,S,1,2,0,0,78781,48
Hobart,High School,Skilled Manual,F,M,1,0,0,2,53026,60
Issaquah,Partial College,Skilled Manual,M,M,1,0,1,2,58154,53
Berlin,Partial High School,Skilled Manual,F,S,0,1,0,0,61207,29
Port Orchard,High School,Skilled Manual,F,M,1,1,0,2,51605,54
Erlangen,Partial High School,Skilled Manual,F,S,0,2,0,0,51498,33
Hof,Partial College,Management,M,S,0,1,0,0,107176,26
Wokingham,Graduate Degree,Management,F,S,0,3,0,0,104047,31
Leeds,Graduate Degree,Professional,F,M,1,1,1,2,132739,42
Saarlouis,High School,Clerical,F,S,0,1,0,0,85693,39
Colma,High School,Manual,M,M,1,1,2,2,34743,57
Chehalis,Partial College,Clerical,F,M,1,2,1,1,78288,44
Paris,Partial High School,Skilled Manual,M,S,0,2,0,0,61632,32
San Gabriel,High School,Skilled Manual,M,M,1,1,1,2,52675,59
Port Macquarie,High School,Skilled Manual,M,M,1,1,0,2,54375,61
Sedro Woolley,High School,Skilled Manual,F,M,1,0,0,1,59289,51
Woodland Hills,Partial College,Management,M,S,0,1,0,0,111082,28
W. Linn,Bachelors,Clerical,M,S,0,2,0,0,78702,41
Chula Vista,Graduate Degree,Professional,M,S,1,1,0,0,135960,41
Berkeley,Bachelors,Manual,M,M,1,1,0,1,27318,52
Brisbane,Bachelors,Skilled Manual,F,S,0,0,0,0,56702,40
Lake Oswego,Graduate Degree,Management,M,M,1,1,1,1,105716,34
Warrnambool,Bachelors,Management,F,S,0,3,0,0,108834,36
Orleans,Bachelors,Clerical,M,S,0,2,0,0,78248,38
Roncq,High School,Skilled Manual,F,M,1,2,1,2,53313,56
Wokingham,Bachelors,Management,M,S,0,2,0,0,103428,37
Mühlheim,Partial College,Skilled Manual,F,M,1,1,2,3,58025,63
Runcorn,Partial College,Skilled Manual,M,S,0,0,0,0,54342,35
San Diego,Bachelors,Professional,M,S,1,1,0,0,129161,43
Hof,Bachelors,Management,F,M,1,2,1,2,104537,48
Los Angeles,Partial College,Management,M,S,1,3,0,0,108087,44
Oregon City,Bachelors,Manual,M,M,1,1,0,3,26911,74
Villeneuve-d'Ascq,High School,Manual,M,M,1,0,0,2,29339,56
Boulogne-Billancourt,Partial High School,Manual,F,S,1,1,0,1,32478,57
Boulogne-Billancourt,Graduate Degree,Skilled Manual,F,M,0,0,0,1,59248,36
Fremont,Partial High School,Skilled Manual,M,M,1,0,1,2,61582,48
Mill Valley,Partial College,Skilled Manual,M,S,0,2,0,0,56896,27
El Cajon,Partial College,Clerical,M,M,0,2,0,0,83171,28
West Sussex,Partial High School,Skilled Manual,M,M,1,2,1,1,51949,40
West Covina,Partial College,Management,F,S,0,2,0,0,102266,28
Runcorn,Partial College,Skilled Manual,M,S,0,2,0,0,51447,34
Neunkirchen,Partial College,Management,F,S,0,2,0,0,105507,34
Lincoln Acres,Partial College,Skilled Manual,F,S,0,2,0,0,60073,28
Marysville,Graduate Degree,Management,F,M,1,0,2,2,104568,35
Colomiers,High School,Skilled Manual,F,S,0,1,0,0,51711,27
Gloucestershire,Partial College,Manual,M,M,1,1,1,1,34927,45
Lavender Bay,Partial High School,Skilled Manual,M,M,0,1,1,2,59562,34
Renton,Bachelors,Clerical,M,S,0,2,0,0,83339,38
Paderborn,Graduate Degree,Clerical,F,S,0,0,0,0,80279,36
Hobart,Partial College,Management,M,M,0,1,0,0,108704,24
Puyallup,Graduate Degree,Clerical,M,S,1,2,0,0,83186,46
Gold Coast,Bachelors,Manual,F,M,0,0,0,1,28368,42
York,Bachelors,Clerical,F,M,1,1,0,2,79306,35
Paris,Partial College,Clerical,F,S,1,1,0,0,80463,50
Novato,Partial High School,Skilled Manual,F,S,1,2,0,0,52122,50
Reading,Bachelors,Skilled Manual,M,M,0,0,0,0,54887,30
Issaquah,Bachelors,Professional,F,M,1,2,0,2,128111,40
Melbourne,Partial College,Clerical,M,S,1,3,0,0,78932,55
Stuttgart,High School,Manual,M,S,0,0,0,0,35053,39
Downey,Bachelors,Skilled Manual,F,S,0,1,0,0,53187,37
Sunbury,Partial College,Clerical,M,M,0,0,0,0,77270,26
Chatou,Partial College,Clerical,M,S,1,1,0,0,86272,48
Warrington,Graduate Degree,Management,F,M,1,3,0,2,110198,52
Port Macquarie,Partial College,Management,M,M,1,3,2,2,111564,44
Burien,Partial College,Clerical,M,S,0,1,0,0,84742,26
Cergy,Partial College,Skilled Manual,F,M,1,2,0,1,58259,52
Burien,Graduate Degree,Manual,F,S,0,1,0,0,35523,46
Lavender Bay,Partial College,Manual,M,S,0,1,0,0,34809,25
Royal Oak,High School,Clerical,M,M,1,1,1,2,78591,44
Palo Alto,Bachelors,Skilled Manual,F,M,1,1,1,1,51008,43
Berkeley,Bachelors,Skilled Manual,M,S,0,1,0,0,51914,41
Marysville,High School,Manual,M,S,1,1,1,1,26696,57
Versailles,Partial College,Manual,M,S,0,1,0,0,31860,49
Imperial Beach,Partial College,Skilled Manual,F,M,1,1,1,2,53894,55
Darlinghurst,Bachelors,Clerical,M,M,1,2,0,1,82988,38
Burlingame,Partial High School,Manual,M,S,0,1,0,0,25777,28
East Brisbane,Graduate Degree,Professional,F,M,1,2,1,2,130494,36
Sunbury,Partial College,Skilled Manual,F,S,0,1,0,0,53312,25
Werne,High School,Skilled Manual,M,S,0,2,0,0,54213,31
Torrance,Graduate Degree,Clerical,F,M,1,2,2,2,84509,36
Milton Keynes,Partial College,Skilled Manual,M,M,1,1,2,2,52281,52
Long Beach,Bachelors,Professional,M,S,1,2,0,0,137513,38
